GENEID	F01counts	C01counts	E01counts	G01counts	H01counts	D01counts
ENSG00000273088	0	0	0	0	0	0
ENSG00000273090	0	0	0	0	0	0
ENSG00000273091	0	0	0	0	0	0
ENSG00000273093	0	0	0	0	0	0
ENSG00000273096	115	56	0	1	0	56
ENSG00000273098	0	0	0	0	0	0
ENSG00000273100	0	0	0	0	0	0
ENSG00000273102	0	0	0	0	0	0
ENSG00000273104	0	0	0	0	0	0
ENSG00000273106	0	0	0	0	0	0
ENSG00000273107	0	0	0	0	0	0
ENSG00000273108	0	0	0	0	0	0
ENSG00000273110	0	0	0	0	0	0
ENSG00000273111	1	1	1	1	0	1
ENSG00000273112	0	0	0	0	0	0
ENSG00000273113	0	0	0	0	0	0
ENSG00000273115	0	0	0	0	0	0
ENSG00000273117	0	0	1	0	0	0
ENSG00000273118	0	0	0	0	0	0
ENSG00000273119	0	0	0	0	0	0
ENSG00000273123	0	0	0	0	0	0
ENSG00000273124	0	0	0	0	0	0
ENSG00000273125	0	0	0	0	0	0
ENSG00000273129	0	0	0	0	0	0
ENSG00000273132	0	0	0	0	0	0
ENSG00000273133	0	0	0	0	0	0
ENSG00000273136	327	208	1979	224	323	208
ENSG00000273137	0	1	0	0	0	1
ENSG00000273138	0	0	0	0	0	0
ENSG00000273139	0	0	0	0	0	0
ENSG00000273141	0	0	0	0	0	0
ENSG00000273142	2	1	0	6	0	1
ENSG00000273143	0	0	0	0	0	0
ENSG00000273145	145	0	0	36	0	0
ENSG00000273148	1053	298	0	392	0	298
ENSG00000273149	0	0	0	0	0	0
ENSG00000273151	318	0	0	0	0	0
ENSG00000273153	0	0	0	0	0	0
ENSG00000273154	0	0	0	9	0	0
ENSG00000273155	0	0	0	0	0	0
ENSG00000273156	1046	166	0	498	1999	166
ENSG00000273160	0	6	0	126	5	6
ENSG00000273162	0	0	0	0	0	0
ENSG00000273165	0	51	0	53	0	51
ENSG00000273167	0	0	0	0	0	0
ENSG00000273171	0	0	0	0	0	0
ENSG00000273172	0	0	0	0	0	0
ENSG00000273173	0	18	0	31	0	18
ENSG00000273174	0	0	0	0	0	0
ENSG00000273175	92	0	0	0	0	0
ENSG00000273176	0	0	0	0	0	0
ENSG00000273177	0	0	0	0	0	0
ENSG00000273179	0	0	0	0	0	0
ENSG00000273180	0	0	0	0	0	0
ENSG00000273181	0	0	0	0	0	0
ENSG00000273183	0	0	0	0	0	0
ENSG00000273184	0	0	0	0	0	0
ENSG00000273186	0	0	0	0	0	0
ENSG00000273188	0	8	0	0	0	8
ENSG00000273189	0	3	0	5	0	3
ENSG00000273192	10	3	0	17	0	3
ENSG00000273196	0	0	0	0	6	0
ENSG00000273198	0	0	0	0	0	0
ENSG00000273199	0	1	0	0	0	1
ENSG00000273203	0	0	0	0	0	0
ENSG00000273204	0	0	0	0	0	0
ENSG00000273209	0	0	0	0	0	0
ENSG00000273210	0	0	0	0	0	0
ENSG00000273211	0	0	0	0	0	0
ENSG00000273212	0	0	0	0	0	0
ENSG00000273213	0	0	0	0	0	0
ENSG00000273214	0	0	0	0	0	0
ENSG00000273216	0	0	0	0	0	0
ENSG00000273217	0	0	0	0	0	0
ENSG00000273218	1	0	0	0	1	0
ENSG00000273219	0	0	0	0	0	0
ENSG00000273221	0	0	0	0	0	0
ENSG00000273225	0	0	0	0	0	0
ENSG00000273226	7	1	0	40	0	1
ENSG00000273228	0	0	0	0	0	0
ENSG00000273230	0	0	0	0	0	0
ENSG00000273232	0	0	0	0	0	0
ENSG00000273233	0	0	0	0	0	0
ENSG00000273234	0	0	6	0	0	0
ENSG00000273238	0	0	0	0	0	0
ENSG00000273240	0	0	0	0	0	0
ENSG00000273243	0	25	0	0	0	25
ENSG00000273244	0	0	0	0	0	0
ENSG00000273245	0	0	0	0	0	0
ENSG00000273247	359	291	1	780	425	291
ENSG00000273248	0	0	0	0	0	0
ENSG00000273249	0	0	0	0	0	0
ENSG00000273252	0	0	0	0	0	0
ENSG00000273253	477	249	0	160	355	249
ENSG00000273254	0	0	0	21	0	0
ENSG00000273255	0	0	0	0	0	0
ENSG00000273257	0	0	0	0	0	0
ENSG00000273258	0	0	0	0	0	0
ENSG00000273259	0	0	0	0	0	0
ENSG00000273261	0	0	0	1	0	0
ENSG00000273262	0	0	0	0	0	0
ENSG00000273264	0	0	0	0	0	0
ENSG00000273265	1	0	0	0	0	0
ENSG00000273267	0	0	0	0	0	0
ENSG00000273269	0	0	0	0	0	0
ENSG00000273270	57	154	0	10	1	154
ENSG00000273271	6	196	0	120	0	196
ENSG00000273272	0	0	0	0	0	0
ENSG00000273274	0	1	0	4	0	1
ENSG00000273275	0	0	0	0	0	0
ENSG00000273284	0	0	0	106	0	0
ENSG00000273287	0	0	0	0	0	0
ENSG00000273289	0	18	0	0	0	18
ENSG00000273291	0	0	0	0	0	0
ENSG00000273293	0	0	0	0	0	0
ENSG00000273294	0	0	0	0	0	0
ENSG00000273295	0	1	1	0	0	1
ENSG00000273297	0	0	0	0	0	0
ENSG00000273299	0	0	0	0	0	0
ENSG00000273300	0	0	0	0	0	0
ENSG00000273302	0	0	0	0	0	0
ENSG00000273305	0	0	0	0	86	0
ENSG00000273306	28	0	0	121	0	0
ENSG00000273308	0	0	0	0	0	0
ENSG00000273311	0	0	0	0	6	0
ENSG00000273312	0	0	0	0	0	0
ENSG00000273313	0	0	0	0	0	0
ENSG00000273314	311	0	0	0	0	0
ENSG00000273319	1823	2826	830	3993	6553	2826
ENSG00000273320	1	0	0	0	0	0
ENSG00000273321	0	0	0	0	0	0
ENSG00000273325	0	0	0	0	0	0
ENSG00000273327	0	0	0	0	0	0
ENSG00000273328	0	0	0	0	0	0
ENSG00000273329	4	49	0	582	0	49
ENSG00000273330	0	0	0	0	0	0
ENSG00000273331	0	0	0	0	0	0
ENSG00000273333	0	0	0	0	0	0
ENSG00000273335	0	0	0	0	0	0
ENSG00000273336	0	0	0	0	0	0
ENSG00000273338	0	0	0	8	0	0
ENSG00000273340	0	0	0	19	1	0
ENSG00000273341	0	0	0	0	0	0
ENSG00000273342	0	0	0	0	0	0
ENSG00000273343	0	1	0	33	18	1
ENSG00000273344	1921	1673	7	2101	487	1673
ENSG00000273345	0	5	0	18	0	5
ENSG00000273348	0	0	0	0	0	0
ENSG00000273350	0	0	6	13	0	0
ENSG00000273353	0	0	0	0	0	0
ENSG00000273355	0	0	0	0	0	0
ENSG00000273356	0	0	0	0	33	0
ENSG00000273360	0	0	0	0	0	0
ENSG00000273361	0	0	0	0	0	0
ENSG00000273362	0	0	0	0	0	0
ENSG00000273363	0	0	0	33	0	0
ENSG00000273365	0	0	0	44	0	0
ENSG00000273367	0	0	0	29	1	0
ENSG00000273368	8	0	0	0	0	0
ENSG00000273369	0	0	0	36	0	0
ENSG00000273372	0	0	0	0	0	0
ENSG00000273373	1	0	0	0	239	0
ENSG00000273374	0	0	0	32	0	0
ENSG00000273375	0	0	0	1	0	0
ENSG00000273377	0	0	0	0	0	0
ENSG00000273381	0	0	0	0	0	0
ENSG00000273382	2	0	0	114	0	0
ENSG00000273384	0	0	0	0	0	0
ENSG00000273387	0	0	0	0	0	0
ENSG00000273388	0	0	0	0	0	0
ENSG00000273391	0	0	0	2	0	0
ENSG00000273394	0	0	0	0	0	0
ENSG00000273396	0	0	0	0	0	0
ENSG00000273398	0	0	0	0	0	0
ENSG00000273399	0	0	0	0	0	0
ENSG00000273402	0	0	0	0	0	0
ENSG00000273403	0	0	0	0	0	0
ENSG00000273406	0	0	0	0	0	0
ENSG00000273407	0	0	0	0	0	0
ENSG00000273408	0	0	0	0	0	0
ENSG00000273409	0	0	0	0	0	0
ENSG00000273413	0	0	0	0	0	0
ENSG00000273415	0	0	0	0	0	0
ENSG00000273416	14	11	0	17	0	11
ENSG00000273419	0	0	0	0	0	0
ENSG00000273420	0	0	0	0	0	0
ENSG00000273423	1	0	0	0	0	0
ENSG00000273424	0	24	0	9	7	24
ENSG00000273428	115	194	0	78	0	194
ENSG00000273432	15	1	0	15	148	1
ENSG00000273433	0	0	0	0	0	0
ENSG00000273434	0	0	0	0	0	0
ENSG00000273437	97	35	0	44	26	35
ENSG00000273442	0	0	0	0	0	0
ENSG00000273443	0	2	0	0	0	2
ENSG00000273444	0	0	0	0	0	0
ENSG00000273445	30	213	2681	262	442	213
ENSG00000273447	0	0	0	1	0	0
ENSG00000273448	0	12	0	0	0	12
ENSG00000273449	0	0	0	0	0	0
ENSG00000273450	0	0	0	0	0	0
ENSG00000273451	4	69	1136	37	0	69
ENSG00000273454	0	0	0	0	0	0
ENSG00000273455	0	0	0	0	0	0
ENSG00000273456	0	9	0	84	0	9
ENSG00000273461	0	0	0	0	0	0
ENSG00000273464	0	0	0	0	0	0
ENSG00000273471	0	0	0	0	0	0
ENSG00000273472	0	0	1	0	0	0
ENSG00000273473	0	0	0	0	0	0
ENSG00000273474	0	7	0	12	0	7
ENSG00000273476	0	0	0	0	0	0
ENSG00000273481	0	0	0	0	0	0
ENSG00000273483	0	0	0	0	0	0
ENSG00000273484	0	0	0	0	0	0
ENSG00000273485	0	0	0	0	0	0
ENSG00000273486	0	7	0	0	0	7
ENSG00000273487	0	0	0	0	0	0
ENSG00000273489	21	0	0	0	0	0
ENSG00000273492	0	0	0	0	0	0
ENSG00000273493	0	0	0	0	0	0
ENSG00000273497	0	0	0	0	0	0
ENSG00000273499	0	0	0	0	0	0
ENSG00000273500	0	0	0	0	0	0
ENSG00000273507	0	0	27	1	0	0
ENSG00000273509	0	0	0	0	0	0
ENSG00000273512	0	0	0	0	0	0
ENSG00000273513	0	0	0	0	0	0
ENSG00000273514	0	0	0	0	0	0
ENSG00000273515	0	0	0	0	0	0
ENSG00000273516	0	0	0	0	0	0
ENSG00000273520	0	0	0	0	0	0
ENSG00000273521	2	0	0	28	0	0
ENSG00000273523	0	0	0	0	0	0
ENSG00000273524	0	0	0	0	1	0
ENSG00000273532	0	0	0	0	0	0
ENSG00000273536	0	0	0	0	0	0
ENSG00000273537	0	0	0	0	0	0
ENSG00000273540	0	0	1	0	0	0
ENSG00000273541	0	0	0	0	0	0
ENSG00000273542	0	0	4	0	0	0
ENSG00000273544	0	0	0	0	0	0
ENSG00000273549	0	0	0	0	0	0
ENSG00000273550	0	0	0	0	0	0
ENSG00000273551	0	0	0	0	0	0
ENSG00000273552	0	0	0	0	0	0
ENSG00000273553	0	0	0	0	0	0
ENSG00000273554	0	0	0	0	0	0
ENSG00000273555	0	0	0	1	0	0
ENSG00000273557	0	0	0	0	0	0
ENSG00000273558	0	0	0	0	0	0
ENSG00000273559	1310	1231	1001	1600	3607	1231
ENSG00000273565	0	0	0	0	0	0
ENSG00000273566	0	0	0	0	0	0
ENSG00000273567	0	0	0	0	0	0
ENSG00000273568	0	1	0	0	142	1
ENSG00000273569	0	0	0	0	0	0
ENSG00000273570	0	0	0	0	0	0
ENSG00000273571	0	0	0	0	0	0
ENSG00000273573	0	0	0	0	0	0
ENSG00000273576	1	18	0	2	0	18
ENSG00000273580	0	0	0	0	0	0
ENSG00000273582	0	0	0	0	0	0
ENSG00000273584	0	0	0	0	0	0
ENSG00000273586	0	0	0	0	0	0
ENSG00000273587	0	0	0	0	0	0
ENSG00000273589	0	0	0	0	0	0
ENSG00000273590	2	2	0	2	2	2
ENSG00000273591	0	0	0	0	0	0
ENSG00000273593	0	0	0	0	0	0
ENSG00000273595	0	0	0	0	0	0
ENSG00000273596	0	0	0	0	0	0
ENSG00000273597	0	0	0	25	0	0
ENSG00000273598	0	2	0	2	0	2
ENSG00000273599	38	0	0	0	0	0
ENSG00000273600	0	0	0	0	0	0
ENSG00000273604	0	0	0	0	1	0
ENSG00000273606	4	0	0	0	0	0
ENSG00000273609	0	0	0	0	0	0
ENSG00000273610	0	0	0	0	0	0
ENSG00000273611	1408	1600	4070	913	6	1600
ENSG00000273612	0	0	0	0	0	0
ENSG00000273613	0	0	0	0	0	0
ENSG00000273618	0	0	0	0	0	0
ENSG00000273619	752	24	0	74	0	24
ENSG00000273621	0	0	0	0	0	0
ENSG00000273623	0	0	0	0	0	0
ENSG00000273627	0	0	0	0	0	0
ENSG00000273628	0	0	0	0	0	0
ENSG00000273629	0	0	0	0	0	0
ENSG00000273634	0	0	0	0	0	0
ENSG00000273637	0	0	0	0	0	0
ENSG00000273639	0	0	0	0	0	0
ENSG00000273640	0	0	0	0	0	0
ENSG00000273643	0	0	0	0	0	0
ENSG00000273644	0	0	0	0	0	0
ENSG00000273648	0	0	0	0	0	0
ENSG00000273650	0	0	0	0	0	0
ENSG00000273654	2	13	0	5	0	13
ENSG00000273657	0	0	0	0	0	0
ENSG00000273658	0	0	0	0	0	0
ENSG00000273659	0	0	0	0	0	0
ENSG00000273664	0	0	0	0	0	0
ENSG00000273668	0	0	0	0	0	0
ENSG00000273669	0	60	0	0	0	60
ENSG00000273674	0	1	0	23	0	1
ENSG00000273675	0	0	0	0	0	0
ENSG00000273677	0	0	0	0	0	0
ENSG00000273679	0	1	0	1	5	1
ENSG00000273680	0	0	0	0	0	0
ENSG00000273682	0	0	0	21	0	0
ENSG00000273687	0	46	0	0	0	46
ENSG00000273691	0	0	0	6	0	0
ENSG00000273692	0	0	0	0	0	0
ENSG00000273693	0	11	0	0	0	11
ENSG00000273694	0	0	0	0	0	0
ENSG00000273696	0	0	0	0	0	0
ENSG00000273698	0	0	0	0	0	0
ENSG00000273700	0	0	0	0	0	0
ENSG00000273701	0	0	0	0	0	0
ENSG00000273702	0	100	0	76	0	100
ENSG00000273703	0	0	0	0	0	0
ENSG00000273704	0	0	0	0	0	0
ENSG00000273706	0	0	0	0	0	0
ENSG00000273709	0	0	0	0	0	0
ENSG00000273710	0	0	0	0	0	0
ENSG00000273711	0	0	0	0	0	0
ENSG00000273712	0	0	0	0	0	0
ENSG00000273716	12	16	33	9	4	16
ENSG00000273717	0	0	0	0	0	0
ENSG00000273719	0	0	0	0	0	0
ENSG00000273720	0	0	0	0	0	0
ENSG00000273721	0	0	0	0	0	0
ENSG00000273723	0	108	0	155	1078	108
ENSG00000273724	1	69	0	8	0	69
ENSG00000273725	0	0	0	0	0	0
ENSG00000273727	0	0	0	0	0	0
ENSG00000273729	4	95	1	285	94	95
ENSG00000273730	0	0	0	0	0	0
ENSG00000273731	0	0	0	0	0	0
ENSG00000273732	0	0	0	0	0	0
ENSG00000273733	0	0	0	0	0	0
ENSG00000273734	0	0	0	0	0	0
ENSG00000273736	0	0	0	0	0	0
ENSG00000273739	0	0	0	0	0	0
ENSG00000273742	0	6	0	0	0	6
ENSG00000273744	0	0	0	0	0	0
ENSG00000273745	0	0	0	0	0	0
ENSG00000273746	0	0	0	0	0	0
ENSG00000273747	0	0	0	0	0	0
ENSG00000273748	122	60	68	228	93	60
ENSG00000273749	13	503	0	0	0	503
ENSG00000273750	0	0	0	0	0	0
ENSG00000273756	0	0	0	0	0	0
ENSG00000273758	0	0	0	0	0	0
ENSG00000273759	8	0	0	0	0	0
ENSG00000273760	0	0	0	0	0	0
ENSG00000273762	0	0	0	0	0	0
ENSG00000273763	0	220	0	0	0	220
ENSG00000273765	12	0	0	0	0	0
ENSG00000273767	0	0	0	0	0	0
ENSG00000273768	0	0	0	12	0	0
ENSG00000273769	0	0	0	0	0	0
ENSG00000273771	0	0	0	0	0	0
ENSG00000273773	0	0	0	0	0	0
ENSG00000273776	0	0	0	0	0	0
ENSG00000273777	0	0	0	0	0	0
ENSG00000273778	0	0	0	0	0	0
ENSG00000273782	0	0	0	0	0	0
ENSG00000273783	0	151	0	0	0	151
ENSG00000273784	13	3	0	6	40	3
ENSG00000273786	0	0	0	0	0	0
ENSG00000273788	0	0	0	0	0	0
ENSG00000273791	0	0	0	0	0	0
ENSG00000273792	0	0	0	0	0	0
ENSG00000273796	0	0	0	0	0	0
ENSG00000273797	0	1	0	28	0	1
ENSG00000273800	0	0	0	0	0	0
ENSG00000273802	0	0	0	0	0	0
ENSG00000273804	0	0	0	0	0	0
ENSG00000273805	0	0	0	0	0	0
ENSG00000273806	0	0	0	0	0	0
ENSG00000273812	0	0	0	0	0	0
ENSG00000273813	0	0	0	0	0	0
ENSG00000273816	9	0	0	0	0	0
ENSG00000273818	0	0	0	0	0	0
ENSG00000273819	0	0	0	9	1	0
ENSG00000273820	193	1090	4	787	0	1090
ENSG00000273821	0	7	0	0	0	7
ENSG00000273824	0	0	0	0	0	0
ENSG00000273825	0	0	0	0	0	0
ENSG00000273828	0	4	0	19	0	4
ENSG00000273829	0	0	0	0	0	0
ENSG00000273830	0	0	0	0	0	0
ENSG00000273835	0	0	0	0	0	0
ENSG00000273836	0	0	0	0	0	0
ENSG00000273838	0	0	0	0	0	0
ENSG00000273840	0	0	0	0	0	0
ENSG00000273841	3696	3084	21	3900	2808	3084
ENSG00000273843	0	0	0	0	0	0
ENSG00000273844	0	0	0	0	0	0
ENSG00000273846	0	0	0	0	0	0
ENSG00000273849	0	0	0	0	0	0
ENSG00000273851	0	0	0	0	0	0
ENSG00000273853	0	0	0	0	0	0
ENSG00000273855	145	0	0	0	0	0
ENSG00000273858	0	0	0	0	0	0
ENSG00000273860	0	0	0	0	0	0
ENSG00000273863	0	0	0	0	0	0
ENSG00000273866	0	0	0	0	0	0
ENSG00000273870	0	0	0	0	0	0
ENSG00000273872	0	0	0	0	0	0
ENSG00000273874	1	0	0	0	3	0
ENSG00000273876	1	0	0	0	0	0
ENSG00000273877	0	0	0	0	0	0
ENSG00000273882	0	9	0	0	0	9
ENSG00000273885	0	0	0	0	0	0
ENSG00000273886	0	0	0	0	0	0
ENSG00000273890	0	0	0	0	0	0
ENSG00000273891	0	0	0	0	0	0
ENSG00000273893	5	0	0	0	0	0
ENSG00000273894	0	0	0	0	0	0
ENSG00000273897	0	0	0	0	0	0
ENSG00000273898	0	0	0	0	0	0
ENSG00000273899	367	28	3	129	146	28
ENSG00000273900	0	0	0	0	0	0
ENSG00000273901	0	0	0	0	0	0
ENSG00000273904	0	0	0	0	0	0
ENSG00000273906	0	0	0	0	0	0
ENSG00000273907	0	0	0	0	0	0
ENSG00000273908	0	0	0	0	0	0
ENSG00000273912	0	0	0	0	0	0
ENSG00000273913	0	2	0	1	0	2
ENSG00000273919	0	0	0	0	0	0
ENSG00000273920	0	0	0	0	0	0
ENSG00000273925	0	0	0	0	0	0
ENSG00000273927	0	0	0	0	0	0
ENSG00000273932	0	0	0	0	0	0
ENSG00000273933	0	0	0	0	0	0
ENSG00000273937	0	0	1	0	0	0
ENSG00000273940	0	0	0	0	0	0
ENSG00000273942	0	0	0	0	0	0
ENSG00000273945	0	0	0	0	0	0
ENSG00000273946	0	0	0	0	0	0
ENSG00000273948	0	0	0	0	0	0
ENSG00000273950	74	0	0	76	0	0
ENSG00000273951	0	0	0	0	0	0
ENSG00000273956	0	0	0	0	0	0
ENSG00000273957	0	0	0	0	0	0
ENSG00000273958	0	0	0	0	0	0
ENSG00000273961	0	0	0	0	0	0
ENSG00000273962	0	0	0	0	0	0
ENSG00000273963	0	0	0	0	0	0
ENSG00000273964	0	0	0	0	0	0
ENSG00000273965	0	0	0	0	0	0
ENSG00000273966	0	0	0	0	0	0
ENSG00000273971	0	0	0	0	0	0
ENSG00000273972	0	0	0	0	0	0
ENSG00000273973	0	0	0	0	0	0
ENSG00000273974	0	0	0	0	0	0
ENSG00000273975	0	0	0	0	0	0
ENSG00000273976	0	0	0	0	0	0
ENSG00000273978	0	0	0	0	0	0
ENSG00000273979	0	0	0	0	0	0
ENSG00000273980	0	0	0	0	0	0
ENSG00000273981	0	0	0	0	0	0
ENSG00000273982	0	0	0	0	0	0
ENSG00000273983	0	0	0	0	0	0
ENSG00000273986	0	0	0	0	0	0
ENSG00000273987	0	0	0	0	0	0
ENSG00000273988	0	0	0	0	0	0
ENSG00000273989	0	44	0	0	0	44
ENSG00000273994	0	0	0	0	0	0
ENSG00000273997	0	0	0	0	0	0
ENSG00000273998	0	0	0	0	0	0
ENSG00000273999	0	0	0	0	0	0
ENSG00000274001	16	0	4	0	0	0
ENSG00000274002	0	0	0	0	0	0
ENSG00000274004	0	0	0	0	0	0
ENSG00000274006	0	0	0	0	0	0
ENSG00000274008	0	14	0	9	3	14
ENSG00000274010	0	0	0	0	0	0
ENSG00000274011	1	0	0	26	0	0
ENSG00000274012	0	0	0	0	0	0
ENSG00000274015	36	0	7	12	1	0
ENSG00000274017	0	0	0	0	0	0
ENSG00000274019	0	0	0	0	0	0
ENSG00000274020	273	348	0	374	40	348
ENSG00000274021	0	0	0	0	0	0
ENSG00000274022	0	0	0	0	0	0
ENSG00000274023	0	0	0	0	0	0
ENSG00000274024	0	0	0	0	0	0
ENSG00000274025	0	0	0	0	0	0
ENSG00000274026	0	0	0	0	0	0
ENSG00000274028	0	0	0	0	0	0
ENSG00000274029	0	0	0	0	0	0
ENSG00000274033	0	0	1	0	0	0
ENSG00000274034	0	0	0	0	0	0
ENSG00000274038	0	0	0	0	0	0
ENSG00000274044	0	0	0	0	0	0
ENSG00000274046	0	0	0	0	0	0
ENSG00000274049	0	0	0	0	0	0
ENSG00000274051	0	2	0	3	0	2
ENSG00000274052	0	0	0	0	0	0
ENSG00000274054	0	0	0	0	0	0
ENSG00000274055	0	0	0	0	0	0
ENSG00000274056	0	0	0	0	0	0
ENSG00000274059	0	0	0	0	0	0
ENSG00000274060	0	0	0	0	0	0
ENSG00000274062	0	0	0	0	0	0
ENSG00000274064	0	0	0	0	0	0
ENSG00000274066	0	1	0	0	0	1
ENSG00000274067	0	0	0	0	0	0
ENSG00000274070	30	443	34	240	18	443
ENSG00000274072	0	0	0	0	0	0
ENSG00000274075	0	0	0	0	0	0
ENSG00000274076	0	0	0	0	0	0
ENSG00000274079	0	0	0	0	0	0
ENSG00000274080	0	0	0	0	0	0
ENSG00000274086	0	0	0	0	0	0
ENSG00000274090	0	1	0	0	0	1
ENSG00000274091	0	0	0	0	0	0
ENSG00000274092	0	0	0	2	0	0
ENSG00000274093	20	35	0	48	0	35
ENSG00000274097	0	0	0	0	0	0
ENSG00000274098	0	0	0	0	0	0
ENSG00000274099	0	0	0	0	0	0
ENSG00000274102	0	0	0	0	0	0
ENSG00000274104	0	10	0	0	0	10
ENSG00000274105	0	0	0	0	0	0
ENSG00000274111	0	0	0	0	0	0
ENSG00000274114	0	0	0	0	0	0
ENSG00000274115	0	0	0	0	0	0
ENSG00000274116	0	0	0	0	0	0
ENSG00000274118	0	0	0	0	0	0
ENSG00000274121	0	0	0	0	0	0
ENSG00000274124	0	0	0	0	0	0
ENSG00000274127	0	0	0	0	0	0
ENSG00000274128	0	0	0	0	0	0
ENSG00000274133	0	0	0	0	0	0
ENSG00000274134	0	0	0	0	0	0
ENSG00000274135	0	0	0	0	0	0
ENSG00000274139	0	0	0	0	0	0
ENSG00000274149	0	0	0	0	0	0
ENSG00000274150	0	0	0	0	0	0
ENSG00000274154	0	0	0	0	0	0
ENSG00000274156	0	0	0	0	0	0
ENSG00000274157	0	0	0	0	0	0
ENSG00000274159	0	0	0	0	0	0
ENSG00000274162	0	0	0	0	0	0
ENSG00000274164	0	0	0	0	0	0
ENSG00000274167	0	0	0	0	0	0
ENSG00000274168	0	0	0	0	0	0
ENSG00000274170	0	0	0	0	0	0
ENSG00000274172	0	0	0	0	0	0
ENSG00000274173	0	0	1	0	0	0
ENSG00000274175	0	0	0	0	0	0
ENSG00000274177	0	0	0	0	0	0
ENSG00000274178	0	0	0	0	0	0
ENSG00000274180	222	8	0	94	14	8
ENSG00000274181	0	0	0	0	0	0
ENSG00000274183	0	0	0	0	0	0
ENSG00000274184	0	0	0	0	0	0
ENSG00000274186	0	0	0	0	0	0
ENSG00000274191	0	0	0	8	0	0
ENSG00000274196	0	0	0	0	0	0
ENSG00000274197	0	0	0	0	0	0
ENSG00000274198	0	0	0	0	0	0
ENSG00000274199	0	0	0	0	0	0
ENSG00000274202	0	0	0	0	0	0
ENSG00000274204	0	0	0	0	0	0
ENSG00000274206	0	0	0	0	0	0
ENSG00000274209	4	0	0	0	0	0
ENSG00000274210	0	0	0	0	0	0
ENSG00000274211	7	156	0	153	12	156
ENSG00000274212	0	0	0	0	0	0
ENSG00000274213	41	4	0	0	1	4
ENSG00000274214	0	0	0	0	0	0
ENSG00000274215	0	5	0	0	2	5
ENSG00000274216	0	0	0	0	0	0
ENSG00000274219	0	0	0	0	0	0
ENSG00000274220	0	0	0	0	0	0
ENSG00000274225	0	0	0	0	0	0
ENSG00000274226	0	0	0	0	0	0
ENSG00000274227	6	6	0	18	0	6
ENSG00000274228	0	0	0	0	0	0
ENSG00000274230	0	0	0	0	0	0
ENSG00000274231	2	0	0	0	0	0
ENSG00000274234	0	0	0	0	0	0
ENSG00000274235	0	29	0	0	0	29
ENSG00000274238	0	0	0	0	0	0
ENSG00000274242	0	0	0	0	0	0
ENSG00000274244	0	0	0	0	0	0
ENSG00000274248	0	0	0	0	0	0
ENSG00000274251	0	0	0	0	0	0
ENSG00000274252	0	0	0	0	0	0
ENSG00000274253	0	0	0	28	0	0
ENSG00000274256	0	0	0	0	0	0
ENSG00000274258	0	0	0	5	0	0
ENSG00000274259	0	0	0	0	1	0
ENSG00000274261	0	0	0	0	0	0
ENSG00000274263	0	0	0	0	0	0
ENSG00000274265	15	92	0	69	2	92
ENSG00000274266	0	0	0	0	0	0
ENSG00000274269	0	0	0	0	0	0
ENSG00000274270	0	0	0	0	0	0
ENSG00000274272	59	118	2	227	17	118
ENSG00000274274	0	0	0	0	0	0
ENSG00000274275	15	48	0	73	0	48
ENSG00000274276	0	0	0	0	0	0
ENSG00000274279	0	0	0	0	0	0
ENSG00000274280	0	0	0	0	0	0
ENSG00000274281	0	0	0	0	0	0
ENSG00000274282	0	0	0	0	0	0
ENSG00000274284	1	0	0	0	0	0
ENSG00000274286	0	0	0	0	0	0
ENSG00000274290	0	0	0	0	0	0
ENSG00000274292	1	0	0	1	0	0
ENSG00000274293	0	0	0	0	0	0
ENSG00000274294	0	0	0	0	0	0
ENSG00000274295	0	0	0	0	0	0
ENSG00000274297	0	0	0	0	0	0
ENSG00000274299	0	0	0	0	0	0
ENSG00000274300	0	0	0	6	0	0
ENSG00000274303	0	0	0	0	0	0
ENSG00000274306	0	0	0	0	0	0
ENSG00000274308	4	3	7	0	0	3
ENSG00000274309	0	0	0	0	0	0
ENSG00000274310	0	0	0	0	0	0
ENSG00000274312	0	0	0	0	0	0
ENSG00000274314	0	0	0	0	4	0
ENSG00000274315	0	0	0	0	0	0
ENSG00000274316	0	0	0	0	0	0
ENSG00000274317	0	0	0	0	0	0
ENSG00000274319	0	0	0	0	0	0
ENSG00000274321	0	0	0	0	0	0
ENSG00000274322	0	0	0	0	0	0
ENSG00000274326	0	0	0	0	0	0
ENSG00000274328	0	0	0	0	0	0
ENSG00000274330	0	0	0	0	0	0
ENSG00000274331	0	0	0	0	0	0
ENSG00000274333	0	0	0	0	0	0
ENSG00000274340	0	0	0	0	0	0
ENSG00000274341	22	4	0	27	206	4
ENSG00000274342	0	0	0	0	0	0
ENSG00000274343	0	0	0	0	0	0
ENSG00000274344	0	0	0	0	0	0
ENSG00000274346	0	0	0	0	0	0
ENSG00000274347	0	0	0	0	0	0
ENSG00000274349	0	0	0	45	0	0
ENSG00000274350	0	0	0	0	0	0
ENSG00000274351	0	0	0	0	0	0
ENSG00000274353	0	0	0	0	0	0
ENSG00000274354	0	0	0	0	0	0
ENSG00000274355	0	0	0	0	0	0
ENSG00000274356	0	0	0	0	0	0
ENSG00000274357	0	0	0	0	0	0
ENSG00000274363	62	0	0	0	0	0
ENSG00000274364	0	0	0	0	0	0
ENSG00000274365	0	0	0	0	0	0
ENSG00000274367	0	0	0	0	0	0
ENSG00000274369	0	0	0	0	0	0
ENSG00000274370	0	0	0	0	0	0
